filename,chroma_stft,rmse,spectral_centroid,spectral_bandwidth,rolloff,zero_crossing_rate,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18,mfcc19,mfcc20,label
blues.00093.wav,0.3777177333831787,0.06592923402786255,567.7811100936411,985.6722441945744,926.6527299910507,0.021670692845394735,-350.43487548828125,169.54782104492188,31.805932998657227,16.70612335205078,28.691768646240234,19.295455932617188,7.859213352203369,10.06229019165039,4.711264610290527,2.9148404598236084,3.9096174240112305,1.836655616760254,-5.9824323654174805,-5.26181173324585,-0.22122587263584137,-1.7795130014419556,-3.7142767906188965,0.17770805954933167,2.085258960723877,-2.915130615234375,blues
blues.00087.wav,0.3367987275123596,0.15813368558883667,1437.1718430980243,1861.1034614884902,3073.6064143225135,0.05087421995936533,-155.8168487548828,126.07471466064453,1.1693247556686401,46.212623596191406,0.527317225933075,25.730443954467773,-11.080262184143066,15.838311195373535,-12.143202781677246,1.4214752912521362,-6.754535675048828,-0.7311945557594299,-7.752730369567871,0.35238519310951233,-6.914513111114502,3.8409502506256104,-6.0602264404296875,0.7180965542793274,2.302957773208618,-6.05961275100708,blues
blues.00050.wav,0.40087834000587463,0.1824253648519516,1940.164496956058,2073.4034806929153,4165.541478207237,0.08576970056114551,-83.72274780273438,108.09464263916016,-26.34134864807129,58.10730743408203,-0.8354764580726624,35.57262420654297,-11.807279586791992,21.231069564819336,-11.811776161193848,15.311136245727539,-10.59416675567627,12.799378395080566,-9.901251792907715,2.5700957775115967,-6.187880039215088,2.7776360511779785,-8.396533966064453,-0.7531967163085938,-2.452169179916382,0.09619461745023727,blues
blues.00044.wav,0.390259325504303,0.1363116353750229,2271.34009312055,2365.3227552205317,5184.810314828028,0.09252778516834366,-110.56009674072266,88.39673614501953,-10.054119110107422,65.89170837402344,-7.625331878662109,44.89710235595703,-9.411613464355469,29.578529357910156,-14.983555793762207,8.876115798950195,-22.096582412719727,11.5512056350708,-5.39116096496582,4.112157821655273,-12.835077285766602,12.172638893127441,0.3403565585613251,-1.2001253366470337,-4.527767658233643,2.5786819458007812,blues
blues.00078.wav,0.4142104685306549,0.2580810487270355,2326.644761338699,2217.409252275923,4928.736863269156,0.12375435371517028,-3.655515670776367,102.84038543701172,-35.48262023925781,43.02351760864258,-15.232080459594727,33.27885055541992,-23.08561134338379,25.5804500579834,-16.867347717285156,16.614999771118164,-15.037755012512207,13.027472496032715,-13.721715927124023,6.285656452178955,-9.068033218383789,4.879144668579102,-11.022138595581055,2.703296661376953,-3.953357696533203,-4.784191608428955,blues
blues.00079.wav,0.42150819301605225,0.27091461420059204,2432.6524838886303,2344.539893028033,5248.176598327448,0.12463567869582043,-4.990395545959473,94.9688491821289,-27.130834579467773,47.1388053894043,-12.732683181762695,33.64335632324219,-19.683712005615234,30.1358699798584,-11.58297061920166,15.84090805053711,-15.89266300201416,15.55739688873291,-16.216936111450195,9.952481269836426,-14.9891939163208,2.077214241027832,-13.641851425170898,3.1934337615966797,-5.4086503982543945,-2.3800134658813477,blues
blues.00045.wav,0.4206964373588562,0.14841897785663605,1732.379906360282,2280.8876172029254,4538.447556628531,0.04805450911861455,-163.8239288330078,90.64920043945312,12.140580177307129,81.49523162841797,2.91261625289917,40.45195770263672,-6.011493682861328,27.050683975219727,-13.622049331665039,3.0621695518493652,-20.805171966552734,6.170473098754883,-2.9663846492767334,-0.49373531341552734,-17.381967544555664,3.901705026626587,-5.651782035827637,-8.286415100097656,-8.055031776428223,1.2764819860458374,blues
blues.00051.wav,0.3938099443912506,0.1967516392469406,1972.6873409438017,1920.407830939156,3936.4928632328756,0.10655150989260836,-56.442562103271484,116.14680480957031,-38.2401008605957,66.04116821289062,-8.216869354248047,16.263322830200195,-17.12759780883789,19.457792282104492,-10.460501670837402,22.039379119873047,-6.093902587890625,13.114378929138184,-16.72340965270996,3.840991973876953,-7.80082893371582,8.264246940612793,-3.7325170040130615,2.753614902496338,-4.606969833374023,-1.9540152549743652,blues
blues.00086.wav,0.36586472392082214,0.12502188980579376,1239.2667073230036,1622.8345109835775,2507.101506566854,0.0487657671004257,-213.1016845703125,139.49314880371094,9.03093147277832,35.85396957397461,12.335030555725098,20.790090560913086,-5.881863117218018,11.182757377624512,-8.99012279510498,8.25100040435791,0.016166474670171738,2.755056142807007,-1.0889712572097778,-1.403504729270935,-4.657376289367676,1.0531370639801025,-9.349385261535645,-2.3530614376068115,-3.890536069869995,-3.5993690490722656,blues
blues.00092.wav,0.39101698994636536,0.06310565024614334,913.9130727882228,1425.6248338606479,1596.21534790417,0.03232142209268576,-332.53533935546875,128.1186981201172,28.842737197875977,41.934913635253906,31.194150924682617,23.44957160949707,5.755806922912598,9.068212509155273,-3.909332275390625,3.7700929641723633,-0.8863128423690796,-0.39809221029281616,1.4843891859054565,-1.5654678344726562,-0.8132637739181519,2.1289544105529785,-3.8688266277313232,-4.243847370147705,-5.870543479919434,-3.5017776489257812,blues
